smiles,gsk3
CC(C)(C)c1nc2cc(Cl)c([N+](=O)[O-])cc2o1,0
Cc1nn(-c2ccc(N3CCCCC3)nn2)c(C)c1CCC(=O)Nc1ccc(F)cc1,0
COc1ccc(C(=O)CN2CCN(c3ncccn3)CC2)cc1,0
Cc1onc(-c2ccccc2Cl)c1C(=O)N1C=CC(C(F)(F)Cl)=NCC1,0
CCOC(=O)c1c(O)csc1Nc1ccccc1,0
O=C(NN1C(=O)c2ccccc2NC1c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])cc1,0
COCCCNC(=O)c1cnc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2c1O,0
CC(C)(C)c1ccc(-n2c(O)cc(-c3ccccc3)c2O)cc1,0
O=C(NCc1nnc(SCc2ccccc2)n1-c1ccc(F)cc1)C12CC3CC(CC(C3)C1)C2,0
O=C(c1ccccn1)C1CCCN(Cc2cn[nH]c2-c2cc3ccccc3o2)C1,0
COc1ccc(-c2oc3ccccc3c(=O)c2OCC(=O)O)cc1,0
CCc1ccc(Nc2n[n+](-c3ccccc3)c(-c3cc(OC)c(OC)cc3Br)s2)cc1,0
COC(=O)c1nc(NC(C)=O)n[nH]1,0
N#CC(=Cc1coc2ccccc2c1=O)C(N)=S,0
CCc1nn2c(NCCOC)cc(C)nc2c1-c1ccc(F)cc1,0
CCCN(CC(=O)Nc1ccc(F)c(F)c1F)C(=O)C1=COCCO1,0
CC(C)=C(NC(=O)c1ccccc1)C(=O)Nc1cccc(C)c1,0
COC(=O)CCCC1=CC2=CC(=O)C(C)(OC(=O)c3cccs3)C(=O)C2=CN1CC(C)C,0
CCc1ccccc1Nc1ccc(C(=O)O)cc1N,0
O=C(CCc1ccccc1)N=C1SC2C=S(O)(O)=CC2N1c1cccc(F)c1,0
CCOc1ncccc1C(=O)OCC(=O)c1ccc(Cl)s1,0
COc1ccc(S(=O)(=O)Nc2cccc(S(=O)(=O)N=C3CCCN3)c2)cc1[N+](=O)[O-],0
CC(C)(OC1OC(CO)C(O)C(O)C1O)C1Oc2ccc3ccc(=O)oc3c2C1O,0
CC(NC(=O)c1cc2cc(Cl)ccc2n1C)C(=O)N1CCCC1C(=O)O,0
CCOc1ccc(CC(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1,0
CC(CC(=O)NCCCN1CCOCC1)=NNC(=O)COc1ccc(Cl)cc1,0
COc1ccc(CCNC(=O)CSc2nc3nncc-3c(O)n2-c2ccccc2Br)cc1OC,0
Cc1[nH]nc(O)c1Cc1c(Cl)cccc1Cl,0
O=C(NCc1ccccn1)c1ccc2c(=O)n(CCc3ccccc3)c(=O)[nH]c2c1,0
O=C(Cn1cnc2ccccc2c1=O)c1cccs1,0
Cc1ccccc1Nc1nnc(SCC2CCCCO2)s1,0
NNC(=O)c1cccc(Cn2cc(Br)c([N+](=O)[O-])n2)c1,0
COc1ccc(-c2nn(CCC#N)cc2C(=O)Nc2ccccn2)cc1OC,0
COc1ccccc1-n1nc(C)c(-c2ccccc2)c1N,0
Cn1cc([N+](=O)[O-])c(C(=O)n2cccn2)n1,0
CC1CCN(C(=S)c2cn(Cc3ccc(F)cc3)c3ccccc23)CC1,0
CCOC(=O)C1CCN(S(=O)(=O)c2ccc3[nH]c4c(c3c2)CCCC4)CC1,0
O=C(Nc1ccc([N+](=O)[O-])cc1)C(=O)Nc1cccc(C(=O)O)c1,0
CCc1ccc(NC(=O)CN2CCc3ccccc3C2)cc1,0
Cc1c(C(=O)Nc2cc(F)ccc2F)sc2nc3n(c(=O)c12)CCCCC3,0
Cc1ccc(C)c(C(=O)C(C)OC(=O)CN2C(=O)NC3(CC(C)CC(C)(C)C3)C2=O)c1,0
COC(=O)c1c(CSc2ccc(Cl)cc2)noc1C(=O)NCc1ccco1,0
CC1(C)c2[nH]c3ccccc3c2CC2C(=O)N(CCCCCO)CC(=O)N21,0
Cc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)n1-c1ccc(N2CCC(C)CC2)cc1,0
CCOc1ccccc1NC(=O)Nc1ccsc1C(=O)OC,0
c1ccc(COc2ccc(OCCCNC3CCCC3)cc2)cc1,0
COc1cc(-c2cc(C(=O)NN3CCN(C)CC3)c3ccccc3n2)cc(OC)c1OC,0
COc1ccc(-n2cc(O)c(-c3nc4ccccc4s3)c2N)c(OC)c1,0
C#CCNC(=O)C1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2Cl)CC1,0
CC(=O)c1c(C)[nH]c(C(=O)N2CCN(c3ncccn3)CC2)c1C,0
Cc1ccc(N(C)C(=O)n2cnc3ccccc32)cc1,0
Cc1c(C=CC(=O)c2ccccc2)cnn1C,0
COc1ccc(Cc2nc3ccc(C(=O)N(C)Cc4nccs4)cc3o2)cc1OC,0
CCOc1ccc(-c2cc(C(=O)NN=C3CCN(C)CC3)n[nH]2)cc1,0
COc1ccc2cc(-c3[nH]ncc3CN3CCCCO3)ccc2c1,0
CCOC(=O)c1cnc2c(C(F)(F)F)cccc2c1N1CCN(C)CC1,0
CC1CCc2c(c(O)n(-c3cccc(OS(=O)(=O)c4ccccc4)c3)c2O)C1,0
Oc1cc(Cc2ccc(Cl)cc2)c(O)n1-c1ccncc1,0
CCC(=O)N1CCN(c2ccccc2NC(=O)Cc2ccc(Cl)cc2)CC1,0
O=C(N=C(Cc1ccco1)C(=O)N1CCCC(CO)C1)c1ccccc1,0
Cc1cccc2sc(NC(=O)CN(C)S(=O)(=O)c3cccs3)nc12,0
CSc1ccc(NC(=O)NCCCN2CCC(Cc3ccccc3)CC2)cc1,0
COc1ccc(Cl)cc1N1C(=O)CN(Cc2cc(OC)c(OC)c(OC)c2)C1=S,0
FC(F)(F)c1nnc(N2CCN(c3ccc(Cl)cc3)CC2)s1,0
COc1ccc(C=CC(=O)Nc2ccccc2C(=O)N2CCCC2)cc1,0
Cc1cc(C)n(-c2ccc(C(=O)Nc3nc4ccccc4s3)cc2)n1,0
Cc1ccc(C=C2SC(=S)N(CCC(=O)NNC(=O)c3ccncc3)C2=O)cc1,0
O=C(OCc1ccc([N+](=O)[O-])cc1)c1cc(=O)c2ccccc2o1,0
Cc1cccc(Nc2nnc(-c3ccc(N4CCOCC4)c([N+](=O)[O-])c3)c3ccccc23)c1,0
CC(C)(C)NC(=O)CSc1nnc(NC(=O)CCn2cnc3ccccc3c2=O)s1,0
CCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1cccc2ccccc12,0
O=c1c([N+](=O)[O-])cc(C(F)(F)F)cn1Cc1c(Cl)cccc1Cl,0
O=C(Nc1ccccc1)N1CCN(c2ncccn2)CC1,0
COc1ccc(Nc2nc(N)nc(CCl)n2)cc1,0
O=C(Nc1ccccc1)Nc1ccccc1-n1ccnc1,0
S=C(NCc1ccco1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,0
Cc1ccc(CSC2=NCCN2C(=O)C(C)Oc2ccccc2)cc1,0
CC=CC=CC1Cc2cc(O)cc(O)c2O1,0
O=C(CNC(=O)c1cccc(F)c1)OCC(=O)N1CCCCC1,0
COc1ccc(NC(=O)C(C)NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,0
COc1ccc(NC(=O)CSc2nccn2Cc2ccc(F)cc2)cc1,0
O=C(O)c1cccnc1Sc1ccccc1Cl,0
COc1ccc(OC)c(NC(=O)c2ccc(OC3CSC3)cc2)c1,0
O=C(c1cc(COc2cccc3cnccc23)on1)N1CCCC(CCCO)C1,0
Cc1ccc2[nH]c(C)c(C=Cc3cc[n+](C)cc3)c2c1,0
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc21,0
COC(=O)c1c(N(S(C)(=O)=O)S(C)(=O)=O)sc2c1CCN(c1ncc(C(F)(F)F)cc1Cl)C2,0
Nc1nc(-c2c(Cl)cccc2Cl)no1,0
COCCNC(=S)N1CCc2cc(OC)c(OC)cc2C1COc1ccc(F)cc1,0
CCSc1nc(O)c2c3c(sc2n1)COC(C)(CC)C3,0
Cc1cc(C)cc(NC(=O)c2cccnc2)c1,0
C=CCN1C(=O)C(C=NN2CCCCC2c2cccnc2)C(=O)NC1=S,0
CCOC(=O)C(C(=O)N1CCOCC1)C1CCCCC1,0
CN1CCN(S(=O)(=O)c2cccc(C(=O)N(Cc3ccccc3)c3ccccc3)c2)CC1,0
Cc1cc(C)nc(N2CCCC(C(=O)NCc3ccc4c(c3)OCO4)C2)n1,0
COc1ccc(Br)cc1CNC(=O)CCN1C(=O)COc2ccccc21,0
O=C(Nc1cccc(-n2cccn2)c1)C1CCCN(Cc2ccccc2F)C1,0
NC(=NN=Cc1cccs1)Sc1cc(O)n(-c2ccc(Br)cc2)c1O,0
O=C(COc1ccc(Cl)cc1Cl)N1CCCN(C(=O)COc2ccc(Cl)cc2Cl)CC1,0
COc1ccc(NC(=O)N2CCCC(CNS(=O)(=O)c3cccs3)C2)c(C)c1,0
Cc1cccc(NC(=O)c2cc3ccccc3o2)c1,0
NS(=O)(=O)c1ccc(CNC(=O)Cc2ccsc2)cc1,0
CC(C)C(=O)N1CCC(CN=CC2C(=O)CC(C)(C)CC2=O)CC1,0
CCOC(=O)c1cc(C(=O)Nc2cccc(C)c2)nn1C,0
CC(=NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(NC(=O)c2ccco2)cc1,0
O=C(NN=Cc1ccc(Br)cc1)c1cc[n+]([O-])cc1,0
CCC(C)c1ccccc1OCC(=O)NNC(=O)CNC(=O)C1CCCCC1,0
COc1cc(-c2nn3c(-c4ccccn4)nnc3s2)cc(OC)c1OC,0
CN(C(=O)CSc1nnc(-c2ccccc2)n1C)C1C=S(O)(O)=CC1,0
COc1ccccc1CCNC(=O)C(=O)NCC1OCCN1S(=O)(=O)c1ccc(Br)cc1,0
CC(=O)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3[nH]1)CCCC2,0
COCC(C)NC(=O)C1c2ccccc2Oc2ccccc21,0
CCN1C(=O)NC(c2cccc(F)c2)C(C(=O)OC)=C1C,0
COc1ccc(N2CCN(C(=O)c3ccccc3F)CC2)c([N+](=O)[O-])c1,0
CCOC(=O)c1c(C)n(CCNC(C)=O)c2ccc(OC)cc12,0
O=C(NNCc1cccc([N+](=O)[O-])c1)c1cc(O)n(-c2ccc(Br)cc2)c1,0
Cc1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])o2)cc1S(=O)(=O)N1CCCCCC1,0
COc1ccc(C(CC(=O)N2CCCC2)c2ccc(F)cc2)cc1,0
CSc1nc(S(=O)(=O)c2ccc(C)cc2)c(Cl)s1,0
CCOC(=O)c1c(NC(=O)CN2CCOCC2)sc2c1CCCC2=O,0
COc1cc(NC(=S)NCc2ccco2)cc(OC)c1,0
Cc1[nH]c2ccccc2c1C(Nc1nccs1)c1ccncc1,0
COC(=O)CCC(C(=O)O)N1C(=O)c2ccccc2C1=O,0
NS(=O)(=O)c1ccc(NC(=O)C2(c3ccccc3)CCCC2)cc1,0
CC(=O)NCC(=O)OCC(=O)c1ccccc1,0
Cc1cc(C)c(NC(=S)N2CCC(N(C)CC3CCCO3)CC2)c(C)c1,0
Cc1nn(C)c(C(=O)NNC(=S)NC2CCCCC2)c1Br,0
COc1cc2c(cc1OC)C(=NNC(=O)c1ccco1)CCC2,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(CN3CCOCC3)cc2)cc1,0
CCc1noc(N)c1C(=O)Nc1ccc(F)c(Cl)c1,0
CCC(C)C(NC(=O)NCc1ccc(S(N)(=O)=O)cc1)C(=O)OC,0
COc1cc(S(=O)(=O)NCC2CCCO2)ccc1Br,0
Cc1c(O)nc2ncccc2c1O,0
CC(C)(C)Sc1ccc(C=NO)cc1[N+](=O)[O-],0
COC(=O)c1ccc(C(=O)N(C)C2CCCN(Cc3ccccc3F)C2)cc1,0
Cc1ccc(NC(=O)C(C)OC(=O)c2ccc(Cl)nc2)cc1S(=O)(=O)N1CCOCC1,0
CC(=O)c1ccc(O)c(CSC2=NCCS2)c1,0
CC12C(=O)N(c3ccccn3)C(=O)C1C1C=CC2C1,0
NNC(=O)CCn1nnc2ccccc21,0
CC(=O)NC(=Cc1ccc(F)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0
O=C(NC(=S)Nc1ccc(-c2nc3ncccc3o2)cc1)c1ccccc1F,0
COc1ccc(C)cc1NC(=O)CCNC(=O)c1ccco1,0
CCOC(=O)c1ccc(NC(=S)NCc2ccccc2)cc1,0
COc1cccc(-n2c(O)cc(NNc3nc4ccccc4s3)c2O)c1,0
CCOC(=O)COn1c(=O)c(-c2ccc(Cl)cc2)[n+]([O-])c2ccccc21,0
CC(OC(=O)C(C)n1c(O)c2c(c1O)C1C=CC2C2CC12)C(=O)c1ccccc1,0
OCCN(Cc1ccccc1)Cc1ccc(Cl)cc1,0
C=CCC1(C(=O)NCCO)CCN(C(=O)OC(C)(C)C)CC1,0
Cc1ccc(C(=O)COC(=O)CNS(=O)(=O)c2ccccc2)cc1[N+](=O)[O-],0
CN(C)P(=O)(Nc1ccccc1)C(Cl)(Cl)Cl,0
COC(=O)c1c(NC(=O)c2ccccc2)sc2c1CC(C)(C)OC2,0
CCCOc1ccccc1C=NNc1ccnc(O)n1,0
O=C1Cc2ccc3ccccc3c2NN1Cc1c(Cl)cccc1Cl,0
Cc1ccccc1OCCCN1CCOCC1,0
CCN1CCN(Cc2ccc(NC(=O)c3cc(NC(=O)c4nccnc4N)cc(OC)c3)cc2C(F)(F)F)CC1,0
O=C(Nc1nc(-c2ccc(F)c(F)c2)cs1)c1cnccn1,0
c1ccc(CCN=C2CCCc3c2[nH]c2ccccc32)cc1,0
CSCCC(NC(=O)OC(C)(C)C)C(=O)NN=Cc1cc2ccc(C)cc2nc1Cl,0
CSC1=NSC2=NC(=O)C(=Cc3c(C)[nH]c4ccc(C)cc34)C(=N)N12,0
Cc1csc(SCC(=O)Nc2sccc2C#N)n1,0
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N1CCCc2ccccc21,0
CC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccco2)cc1,0
CC(C)(C)c1ccc(C(=O)NNC(=S)NC(=O)c2cccnc2)cc1,0
NS(=O)(=O)OCCCc1ccc(C(F)(F)F)cc1,0
O=C(CCn1c(=O)oc2ccccc21)N1CCC2(CC1)OCCO2,0
O=[N+]([O-])c1ccc(Cl)c(C=Nn2c(S)nnc2-c2ccncc2)c1,0
COc1ccc(C2=NN(C(=O)c3cccs3)C(c3ccccc3OC)C2)cc1OC,0
CC(O)c1ccc(Oc2cnccn2)cc1,0
COc1ccc(C(=O)Cn2c3ccccc3n3nc(CCC(=O)O)c(=O)nc23)cc1OC,0
O=C(c1cc2c(s1)CCCC2)N1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,0
COC(=O)c1ccc(-n2c(O)cc(N(C)Cc3ccccc3)c2O)cc1,0
Cc1ccc(NC(=O)N2CCCC2C(=O)NCC2CCCO2)cc1,0
CN(C)CCCSc1nc(-c2ccccc2)nc2c1CCC2,0
CC1=CC=CC2=NC(=Cn3c(=O)n(CCC(=O)NCc4ccco4)c(=O)c4sccc43)CC(=O)N12,0
CC(=O)Nc1ccc2c(c1)nc(C)n2-c1ccccc1,0
O=C(Cc1ccccc1)Nc1nnc(-c2cccs2)s1,0
CCOC(=O)c1cccnc1SC(CC)C(=O)N1CCOCC1,0
C=CCOn1c(=O)c(-c2ccc(C)cc2)[n+]([O-])c2ccccc21,0
N#CCCN(Cc1cccnc1)C(=S)NC(=O)c1ccco1,0
COc1ccc2c(=O)c3c(=O)n(Cc4ccco4)c(-c4ccc(C)cc4)nc3oc2c1,0
Cc1nc(C(=O)NCC(=O)c2ccc(Cl)cc2)c(C(F)(F)F)o1,0
CCCCCN(C(=O)CN(C)Cc1ccc(OC)cc1OC)C1C(=N)N(CCCC)C(=O)NC1=O,0
COc1ccc(C)cc1NC(=O)C(Sc1nncn1C)c1ccccc1,0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
CCN(CC)CCSc1nc2ccccc2c(=S)n1-c1ccccc1,0
CC(=O)c1c(O)c(O)n(-c2nccs2)c1-c1ccccc1F,0
N=c1n(CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc2n1Cc1ccccc1,0
Cc1nc(SCCC(=O)O)c2cc(-c3ccccc3)sc2n1,0
COc1ccc(S(=O)(=O)N(CC(=O)NCc2ccncc2)c2cc(C)cc(C)c2)cc1OC,0
CCc1ccccc1NC(=O)CNCC(=O)Nc1ccccc1CC,0
CCN1C(=O)C([N+](=O)[O-])C(=NCc2ccco2)c2ccccc21,0
COC(=O)c1ccc(CNC(=O)CSc2nnc(COc3ccccc3)n2C)o1,0
CCOC(=O)c1c(C)[nH]c(C(=O)NCc2ccccn2)c1C,0
O=C(C1CC1)N1N=C(C2CCCCC2)CC1(O)C(F)(F)F,0
CCN(CC)S(=O)(=O)c1cccc(NN=C2C(=O)CCCC2=O)c1,0
CC(C)N1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])o3)c2C(N)=O)C1,0
O=C(CSc1ccccc1C(=O)O)NC12CC3CC(CC(C3)C1)C2,0
O=C(Nc1ccccc1C(=O)N1CCOCC1)c1cccnc1,0
O=C(NCc1ccco1)c1ccc(Cn2c(=O)c3ccccc3n(Cc3cccc(F)c3)c2=O)cc1,0
CCCN(C(=O)CSc1nc2ccccc2n1CC)C1C=S(O)(O)=CC1,0
Cc1ccc(NC(=S)NNC(=O)CCn2cc(C)cn2)cc1,0
COC(=O)c1nnn(-c2ccsc2C(=O)OC)c1C(=O)OC,0
COCCCNC(=O)c1c(F)c(F)c(F)c(F)c1F,0
O=C(CCN1C(=O)C(=Cc2cccc(Br)c2)SC1=S)NCCCN1CCOCC1,0
O=C(Nc1ccc(F)cc1)NC1CCCCCCC1,0
CC(=O)C(C)Oc1ccc(Cc2ncc(C(F)(F)F)cc2Cl)cc1,0
COC(=O)C1CC2(Br)c3ccccc3N(S(=O)(=O)c3ccccc3)C2N1C(=O)OC,0
Cc1cc(N2CCN(C3CCCC3)CC2)n2c(nc3ccccc32)c1C#N,0
CCN(CC)S(=O)(=O)c1ccc2ncc(C(=O)NCCCN3CCCCC3C)c(O)c2c1,0
CCC(=NN1CCCCC1)c1c(O)nc(O)nc1O,0
O=C(COc1ccccc1)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1,0
ON=C1CCCCC1c1ccccn1,0
CCOc1ccccc1-n1c(O)cc(N(O)c2ccccc2)c1O,0
COc1ccc2nc(NC(N)=NC(=O)C(C)(C)C)nc(C)c2c1,0
COC(=O)c1ccc(NC(=O)c2ccc3nccnc3c2)cc1,0
CCN(CC)C(=O)CSc1nnc(-c2ccco2)n1N,0
Cc1cccc(-n2ncc3c2CCCC3NC(=O)C2CCOCC2)c1C,0
Cc1cccn2c(=O)c3cc(C(=O)N4c5ccccc5CC4C)n(C)c3nc12,0
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)sc2nc(-c4ccccc4)cn23)CC1,0
CC(C)C(C)N(Cc1ccc(C(=O)O)cc1)C(=O)c1ccc2ccccc2n1,0
CCCc1cc(O)nc(SCc2cccnc2)n1,0
Cn1c(COc2ccc(C(=O)O)cc2)nc2ccccc21,0
Cc1c(-c2nc(N)nc(Nc3ccc(F)cc3)n2)oc2ccccc12,0
COc1cccc(N2CCN(C(=O)c3ccc(Cl)c(Nc4nc5c(s4)C=[SH](O)(O)C5)c3)CC2)c1,0
CSc1nc(Sc2ccccc2)c2ccccc2n1,0
O=C(Nc1ccc(-c2nc3ccccc3o2)c(O)c1)c1cc(-n2cnnc2)ccc1Cl,0
Cc1ccc(C=NNC(=O)C[n+]2ccccc2)s1,0
Cc1cccc(S(=O)(=O)N2CCC(CO)(Cc3ccccc3)CC2)c1,0
CC(c1nccs1)N(C)c1nc2nonc2nc1NC1CC1,0
Cc1ccc(O)c(CNc2nc3ccccc3[nH]2)c1,0
CCn1cc(C(=O)NC(CCSC)C(=O)NC(C)(C)CO)c(=O)c2cc3c(cc21)OCO3,0
COc1ccnc(CSC(N)=Nc2cccc(C(F)(F)F)c2)c1,0
Cc1c(C#N)c(N)nc2c3c(sc12)NC(=O)CC3c1ccc(F)cc1,0
CC(=O)N1C(C(=O)O)Cc2c([nH]c3ccccc23)C1(C)C,0
CN1CC(=Cc2cccs2)C(=O)C(=Cc2cccs2)C1,0
O=C(O)CCn1c(-c2ccccc2)cc2ccccc21,0
O=C(NN=Cc1c[nH]c2ccccc12)c1ccc2c(c1)OCCO2,0
COc1ccc(C2=NNC(c3cc(Cl)cc4c3OCOC4)C2)c(O)c1,0
CCOC(=O)C1CCN([SH](=O)(O)CC=NC(=O)c2ccc3c(c2)OCO3)CC1,0
CN(Cc1c(C(=O)NN=Cc2ccccc2F)nnn1-c1nonc1N)c1ccccc1,0
Cc1n[nH]c(C)c1S(=O)(=O)N1CCCC(C(=O)Nc2nccs2)C1,0
CCCCN(C(=N)N1CCCCC1)c1nc(C)c([N+](=O)[O-])c(O)n1,0
CCC(c1nnc(SCC(=O)Nc2cccnc2Cl)n1-c1ccccc1)N(C)C,0
COc1cc(C=NNC(=O)CSc2ccccn2)ccc1O,0
CCc1cccc(C)c1NC(=O)COC(O)C(NS(=O)(=O)c1ccc(Cl)cc1)C(C)=O,0
COC(=O)c1ccc(Sc2ccc(C)cc2)c(N)c1,0
COc1ccc(S(=O)(=O)N2CCN(CC(=O)c3ccc(O)c(O)c3)CC2)cc1,0
Cn1c(=O)c(C#N)cn(CCNc2ncc(C(F)(F)F)cc2Cl)c1=O,0
O=C(c1cc(Cl)nc2ccccc12)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,0
CCOc1ccc(S(=O)(=O)N2CCC(C(=O)NCc3ccco3)CC2)cc1,0
Cc1c(CC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Br)cc4)c3cc12,0
COc1ccc(C(=O)Nc2ccc3c4c(cccc24)CC3)cc1,0
CC1CN(c2ccc(Cl)cc2[N+](=O)[O-])CCN1S(C)(=O)=O,0
O=C(CSc1nc2ccccc2n1CC(=O)N1CCOCC1)N1CCCC1,0
CN1CCN(C2=NC3(CCCC3)C(C#N)C(=O)N2)CC1,0
O=C(O)CCCC(=O)OCCCCc1cccs1,0
CN1CCc2c(OCC(=O)NC3CCCCC3)cccc2C1=O,0
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0
COc1ccc(-c2csc(NC(=O)COC(=O)Cc3ccc(Cl)cc3Cl)n2)cc1,0
COc1ccccc1-n1c(-c2ccoc2)nc2ccccc2c1=O,0
CN1C(=O)c2cccc(NC(=O)C3CCCCC3)c2C1=O,0
CS(=O)(=O)N(CC(=O)N1CCCC1)c1cccc(Cl)c1,0
Cn1c(C(=O)NCC2CCCO2)cc2c(O)nc3ccccc3c21,0
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c1ccc(Cl)cc1,0
COc1cccc(OCc2nnc(SCC(=O)OCc3ccccc3)o2)c1,0
O=C(CSc1nc2nc3ccc(F)cc3c-2n[nH]1)NCc1ccc(F)cc1,0
Cc1ccc2c(c1)CCCN2C(=O)Nc1ccc2c(c1)OCO2,0
CSc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc4C3)CC2)cc1,0
COC(=O)c1scc(C)c1NC(=O)c1cccc(C#N)c1,0
CSc1cccc(N2C(=O)C3CCCN3C2=S)c1,0
COc1ccc(OC)c2sc(NC(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)nc12,0
CC(C)c1ccccc1-n1cc(C(O)O)cc1O,0
O=C(NC(=S)N1CCCCCC1)C1CC1,0
CN1C(=O)C(c2cccc(Cl)c2)C(=O)c2ccccc21,0
CCN1CCC(NC(=O)Nc2cc(Cl)ccc2OC)CC1,0
CC(C)C1OC2(C)OC(=N)C1(C#N)C(C#N)(C#N)C2c1ccccc1,0
COc1ccc(NC(=O)C(NC(C)=O)C(=O)NCc2ccccc2Cl)cc1,0
CN(C)S(=O)(=O)N1CCC(Oc2cccc(C(=O)NCCC3=CCCCC3)c2)CC1,0
CCOC1OC(C(=O)Nc2ccccc2)=CC(c2csc3ccccc23)C1CCCO,0
CCOC(=O)COc1ccc(S(=O)(=O)NCc2ccncc2)cc1,0
O=C1CN(C(=O)COC(=O)CNS(=O)(=O)C=Cc2ccccc2)c2ccccc2N1,0
CSc1ccc(Cl)c(C(=O)NCc2ccco2)c1,0
Cc1cc(C)c(C(=O)N2CCCC(N3CCN(c4ccc(F)cc4)CC3)C2)o1,0
O=C(NCc1ccc2c(c1)OCO2)C1CCN(S(=O)(=O)N2CCCCC2)CC1,0
Cc1ccc2cc(C#N)c(N3CCCN(C(=O)c4cnccn4)CC3)nc2c1,0
Cc1ccc2c(NC(=O)c3ccc(Br)o3)cccc2n1,0
Cc1cccc(NC(=O)c2ccco2)c1C,0
COc1cccc(C2CC(c3ccc(Cl)cc3)Nc3nc(N)nn32)c1,0
O=C(CSc1ccccn1)NC1CCCC1,0
Cc1nnc2n(-c3ccccc3)c(=O)c3c4c(sc3n12)COC(C)(C)C4,0
COc1ccc(NS(=O)(=O)c2cccc(NC(=O)NC3CCCCC3)c2)cc1,0
CCN(CC)C(=O)C(Cc1ccc(Br)cc1)=NC(=O)c1ccccc1OC,0
CC(C)Nc1ccc(-n2nc3ccccc3[n+]2[O-])cc1,0
Nc1nc(CN2CCN(c3ccccc3F)CC2)nc(N2CCCc3ccccc32)n1,0
O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccncc1)c1ccco1,0
COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccccc3)cc1)CC2,0
COc1cccc(C=NNc2c(Cl)cncc2Cl)c1O,0
COc1cc(C=NN2CCN(Cc3ccc(Cl)cc3)CC2)ccc1OC(C)=O,0
O=C(CCn1c(O)c2c(c1O)CCCC2)Nc1nc(-c2ccc(F)c(F)c2)cs1,0
O=C1Nc2ccccc2N(O)N1c1cc(-c2cccc(Cl)c2)no1,0
Cc1ccc(Sc2ncccc2C(=O)O)cc1C,0
Cc1ccc(-c2nc3c4ccccc4ccn3c2CN2CCCCC2)cc1,0
CCC(=O)C=C1Sc2ccccc2N1CC,0
O=C(NCCC1CCCCN1S(=O)(=O)c1ccccc1)C(=O)NCc1ccccc1,0
O=C(c1ccco1)N(Cc1ccccc1)c1cccc([N+](=O)[O-])c1,0
O=C(Oc1c(CN2CCOCC2)cc(Cl)c2cccnc12)c1cccs1,0
COC(=O)c1ccc(NC(=O)CSCc2ccc(C)cc2)cc1,0
CN(c1ncnc(N)c1[N+](=O)[O-])C1C=S(O)(O)=CC1,0
Cc1sc2nc3n(c(=O)c2c1C)CCCS3,0
Cn1c(=O)c(-c2ccccc2)nc2ccccc21,0
COc1ccc(Nc2nnc(SCC(=O)Nc3ccc4[nH]c(O)nc4c3)s2)cc1,0
O=C(CNC(=O)c1cccc(Cl)c1)NN=CC=Cc1ccccc1,0
O=C(Nc1nnc(CSCc2ccccc2F)s1)c1cccc([N+](=O)[O-])c1,0
CC(C)(CO)NCc1cc(Br)ccc1OCc1ccccc1,0
CCOc1cccc2c1OC1(C)CC2NC(=O)N1c1cccc(F)c1,0
COc1ccc2nc(NC(=O)C=S(O)(O)=Cc3ccccc3)sc2c1,0
Cc1cc(Cl)c2oc(C(=O)N(CCO)Cc3ccccc3)c(C)c2c1,0
Cc1ccc(C(C)C)c(OCCN2CCc3ccccc3C2)c1,0
